0,1,2,3,4,5
0.9855072463768116,0.25,0.3333333333333333,0.8,0.1694915254237288,0.0
0.6956521739130435,0.0,1.0,0.44,0.13559322033898305,0.0
0.7536231884057971,0.25,0.0,0.4,0.3728813559322034,0.0
0.5797101449275363,0.0,0.6666666666666666,0.92,0.06779661016949153,0.0
0.5652173913043478,0.75,0.6666666666666666,0.84,0.2711864406779661,1.0
0.7101449275362319,0.25,0.6666666666666666,0.44,0.03389830508474576,0.0
0.4927536231884058,0.0,0.0,0.52,0.576271186440678,0.0
0.2608695652173913,0.25,0.0,0.56,0.4745762711864407,0.0
0.7391304347826088,0.75,0.0,0.48,0.05084745762711865,1.0
0.9710144927536232,0.0,1.0,0.44,0.23728813559322035,0.0
0.42028985507246375,1.0,0.0,0.92,0.1864406779661017,1.0
0.2608695652173913,0.25,0.6666666666666666,0.16,0.3220338983050847,0.0
0.5797101449275363,0.75,0.3333333333333333,0.96,0.1864406779661017,1.0
0.5652173913043478,0.25,0.0,0.84,0.288135593220339,0.0
0.0,0.25,0.3333333333333333,1.0,0.23728813559322035,0.0
0.42028985507246375,0.75,0.6666666666666666,0.92,0.1016949152542373,1.0
0.028985507246376812,0.25,0.6666666666666666,1.0,0.4406779661016949,0.0
0.4927536231884058,0.25,0.3333333333333333,0.84,0.1864406779661017,0.0
0.17391304347826086,0.75,0.0,1.0,0.3389830508474576,1.0
0.927536231884058,0.0,1.0,0.48,0.23728813559322035,0.0
0.9420289855072463,0.0,0.0,0.6,0.0847457627118644,0.0
0.42028985507246375,0.75,0.3333333333333333,0.84,0.22033898305084745,1.0
0.4492753623188406,0.0,0.0,0.32,0.3728813559322034,0.0
0.9710144927536232,0.25,0.3333333333333333,0.48,0.1864406779661017,0.0
0.2028985507246377,0.0,0.3333333333333333,0.16,0.1016949152542373,0.0
0.36231884057971014,0.25,0.3333333333333333,0.32,0.2542372881355932,0.0
0.07246376811594203,0.25,1.0,0.64,0.4067796610169492,0.0
0.5507246376811594,0.5,0.0,0.84,0.06779661016949153,1.0
0.391304347826087,0.75,0.0,0.76,0.4745762711864407,1.0
1.0,0.0,0.0,0.12,0.13559322033898305,0.0
0.8405797101449275,0.25,1.0,0.8,0.2542372881355932,0.0
0.7391304347826088,1.0,0.6666666666666666,0.48,0.11864406779661017,1.0
0.8695652173913043,0.25,0.3333333333333333,0.44,0.2033898305084746,0.0
0.463768115942029,0.25,0.0,0.76,0.2711864406779661,0.0
0.8985507246376812,0.0,0.3333333333333333,0.8,0.15254237288135594,0.0
0.11594202898550725,0.0,0.6666666666666666,0.64,0.1694915254237288,0.0
0.7246376811594203,1.0,1.0,0.48,0.1016949152542373,1.0
0.4927536231884058,0.5,0.6666666666666666,0.76,0.11864406779661017,1.0
0.2463768115942029,0.0,0.0,0.56,0.1694915254237288,0.0
0.30434782608695654,0.25,0.0,1.0,0.1016949152542373,0.0
0.8115942028985508,0.0,0.6666666666666666,0.4,0.06779661016949153,0.0
0.7536231884057971,0.0,0.6666666666666666,0.44,0.1864406779661017,0.0
0.8985507246376812,0.75,0.0,0.6,0.15254237288135594,1.0
0.31884057971014496,0.75,0.6666666666666666,0.56,0.4406779661016949,1.0
0.34782608695652173,0.5,0.3333333333333333,0.32,0.1864406779661017,1.0
0.7536231884057971,0.0,0.6666666666666666,0.44,0.1694915254237288,0.0
0.6521739130434783,0.25,0.3333333333333333,0.92,0.5932203389830508,0.0
0.9420289855072463,0.75,1.0,0.8,0.3050847457627119,1.0
0.0,0.75,0.6666666666666666,0.64,0.3728813559322034,1.0
0.9130434782608696,0.75,0.6666666666666666,0.4,0.1694915254237288,1.0
0.6086956521739131,0.75,0.3333333333333333,0.6,0.0847457627118644,1.0
0.3333333333333333,1.0,0.0,0.16,0.2711864406779661,1.0
0.6666666666666666,0.0,0.3333333333333333,0.84,0.3220338983050847,0.0
0.8985507246376812,0.75,0.0,0.96,0.22033898305084745,1.0
0.9710144927536232,0.0,0.0,0.6,0.23728813559322035,0.0
0.9420289855072463,0.75,0.0,0.8,0.01694915254237288,1.0
0.6231884057971014,0.25,0.6666666666666666,0.96,0.1016949152542373,0.0
0.7971014492753623,0.25,0.0,0.48,0.0847457627118644,0.0
0.2753623188405797,0.25,0.6666666666666666,0.16,0.2711864406779661,0.0
0.8115942028985508,0.0,1.0,0.48,0.22033898305084745,0.0
0.6231884057971014,0.0,0.6666666666666666,0.92,0.1016949152542373,0.0
0.5942028985507246,0.0,0.0,0.2,0.06779661016949153,0.0
0.028985507246376812,0.0,0.3333333333333333,1.0,0.3050847457627119,0.0
0.9565217391304348,0.0,0.6666666666666666,0.6,0.13559322033898305,0.0
0.31884057971014496,0.0,0.6666666666666666,0.76,0.3728813559322034,0.0
0.5217391304347826,0.75,1.0,0.76,0.15254237288135594,1.0
0.7536231884057971,0.25,0.0,0.16,0.06779661016949153,0.0
0.34782608695652173,0.75,1.0,0.32,0.06779661016949153,1.0
0.2463768115942029,0.75,0.3333333333333333,1.0,0.11864406779661017,1.0
0.014492753623188406,0.0,0.3333333333333333,0.64,0.23728813559322035,0.0
0.43478260869565216,0.25,0.6666666666666666,0.0,0.5254237288135594,0.0
0.36231884057971014,0.75,1.0,0.32,0.5084745762711864,1.0
0.5217391304347826,0.25,1.0,0.32,0.13559322033898305,0.0
0.31884057971014496,0.0,0.0,1.0,0.4067796610169492,0.0
0.5942028985507246,0.25,0.6666666666666666,0.92,0.1694915254237288,0.0
0.2028985507246377,0.0,0.6666666666666666,0.12,0.4406779661016949,0.0
0.782608695652174,0.75,0.3333333333333333,0.8,0.1016949152542373,1.0
0.37681159420289856,0.0,0.6666666666666666,0.52,0.13559322033898305,0.0
0.5217391304347826,0.0,1.0,0.8,0.288135593220339,0.0
0.9710144927536232,0.0,1.0,0.8,0.4406779661016949,0.0
0.057971014492753624,0.0,0.3333333333333333,0.16,0.2033898305084746,0.0
0.14492753623188406,0.0,1.0,0.56,0.0847457627118644,0.0
0.028985507246376812,0.75,0.0,0.12,0.2711864406779661,1.0
0.36231884057971014,0.25,1.0,0.76,0.13559322033898305,0.0
0.18840579710144928,0.0,0.6666666666666666,0.56,0.5932203389830508,0.0
0.15942028985507248,0.25,0.0,0.36,0.1016949152542373,0.0
