Machine ,"Reason
Remarks",Date Label,"Attended
By","Duration
Log >> Close/Now",Production or Process Defect?
49,3,0,12,3,1
62,3,0,19,30,1
11,0,1,14,26,0
53,1,1,12,26,0
68,0,1,20,35,0
63,1,1,20,31,0
0,3,1,4,10,1
24,1,1,23,25,0
5,3,1,4,20,1
38,1,1,23,20,0
0,0,1,4,17,0
0,0,1,14,26,0
67,3,1,20,13,1
37,3,1,23,15,1
67,4,1,24,22,1
16,1,1,4,21,0
67,3,1,24,17,1
24,1,1,19,23,0
44,4,1,23,28,1
49,1,1,19,21,0
6,3,1,14,42,1
14,0,1,4,14,0
9,1,1,14,15,0
21,1,1,4,18,0
51,0,1,23,3,0
46,1,1,23,12,0
51,0,1,12,11,0
7,0,1,4,11,0
53,0,1,23,5,0
34,1,1,23,4,0
49,1,1,12,4,0
40,0,2,23,4,0
12,0,2,4,8,0
60,3,2,15,5,1
11,1,2,9,7,0
39,1,2,0,50,0
13,1,2,15,48,0
7,1,2,15,6,0
69,0,2,15,3,0
69,0,2,15,13,0
54,0,3,11,7,0
56,1,3,15,13,0
25,1,3,0,47,0
69,3,3,15,17,1
69,3,3,15,20,1
66,3,3,15,14,1
56,0,0,10,24,0
64,4,0,18,25,1
54,0,0,7,19,0
53,4,0,7,14,1
4,1,0,2,34,0
13,1,0,8,38,0
56,1,0,10,15,0
24,1,0,8,15,0
2,0,0,12,16,0
19,0,0,19,13,0
7,0,0,12,4,0
69,0,1,18,7,0
31,4,1,8,22,1
25,1,1,8,15,0
19,0,2,19,6,0
4,0,2,9,32,0
61,1,2,15,13,0
26,0,2,13,8,0
69,0,2,15,30,0
56,0,3,11,23,0
3,4,3,9,11,1
39,1,3,0,24,0
56,0,3,11,19,0
3,4,3,9,4,1
66,0,3,22,6,0
5,4,3,9,14,1
61,1,3,11,10,0
66,0,3,11,9,0
66,4,0,11,13,1
31,4,0,7,8,1
53,0,0,10,20,0
69,0,0,18,19,0
12,1,0,25,13,0
15,1,0,25,5,0
28,0,0,8,11,0
7,0,0,25,22,0
58,3,0,18,30,1
12,1,0,25,7,0
24,1,0,8,13,0
26,4,0,8,8,1
56,0,0,10,18,0
13,1,1,25,27,0
28,3,1,8,9,1
6,0,1,16,23,0
49,1,1,10,29,0
43,0,1,8,8,0
30,0,1,8,6,0
64,0,1,10,19,0
26,0,2,19,9,0
63,1,2,20,17,0
10,4,2,14,16,1
44,0,2,23,13,0
14,1,2,4,25,0
50,3,2,12,4,1
41,4,2,23,6,1
51,3,2,12,5,1
64,4,2,20,10,1
41,4,2,23,8,1
47,0,2,23,20,0
45,1,2,23,16,0
55,3,2,12,7,1
47,0,2,23,12,0
24,0,2,19,5,0
34,0,2,19,9,0
56,3,2,12,8,1
64,0,2,20,28,0
47,0,2,23,13,0
28,1,2,19,17,0
14,1,2,14,28,0
8,0,2,4,10,0
53,1,2,12,25,0
52,3,2,12,10,1
25,0,3,19,18,0
32,0,3,3,9,0
46,1,3,19,30,0
24,4,3,23,6,1
7,1,3,14,17,0
46,1,3,19,31,0
55,3,3,12,3,1
64,0,3,20,10,0
11,0,3,14,10,0
33,1,3,19,13,0
37,3,3,23,6,1
18,0,3,4,18,0
46,1,3,23,24,0
39,1,3,23,16,0
37,3,3,3,16,1
16,0,3,4,35,0
10,4,3,14,19,1
39,1,3,19,17,0
22,1,0,16,16,0
54,0,0,10,33,0
28,1,0,8,10,0
47,0,0,7,16,0
46,1,0,17,9,0
10,0,0,16,12,0
10,4,0,16,33,1
35,1,0,8,19,0
54,0,0,10,8,0
34,1,0,8,16,0
34,1,1,7,24,0
13,1,1,25,20,0
69,1,1,18,17,0
61,0,1,18,17,0
12,3,1,25,37,1
13,0,2,25,11,0
66,1,2,18,2,0
53,3,2,12,18,1
6,1,2,24,13,0
56,1,2,20,24,0
19,1,2,4,22,0
63,1,2,12,17,0
51,3,2,23,18,1
55,4,2,20,5,1
7,4,2,24,7,1
62,0,2,20,12,0
47,1,2,23,12,0
49,0,2,12,5,0
12,3,2,24,10,1
52,4,2,12,15,1
12,1,2,24,19,0
10,1,2,24,15,0
36,0,2,23,17,0
20,1,2,19,9,0
39,1,2,23,17,0
4,1,2,24,14,0
12,1,2,4,17,0
12,3,2,24,10,1
36,0,2,23,14,0
58,3,2,12,4,1
9,1,2,24,8,0
28,1,2,19,18,0
6,3,2,24,13,1
12,3,2,12,23,1
53,1,2,12,10,0
12,3,3,4,36,1
46,1,3,23,29,0
2,3,3,24,7,1
37,1,3,19,39,0
6,3,3,24,26,1
43,1,3,23,8,0
38,1,3,23,14,0
49,1,3,12,30,0
46,1,3,23,30,0
30,3,3,19,7,1
56,3,3,20,13,1
16,1,3,23,17,0
43,1,3,23,18,0
27,1,3,19,7,0
50,0,3,24,2,0
6,3,3,24,20,1
33,0,3,19,48,0
52,0,3,12,5,0
19,3,3,4,13,1
6,3,3,24,13,1
8,4,3,4,7,1
13,1,3,4,6,0
39,1,3,23,19,0
34,1,3,23,9,0
52,1,3,20,22,0
21,1,3,4,14,0
36,0,3,23,35,0
5,0,0,24,30,0
39,1,0,23,30,0
20,3,0,4,4,1
59,0,0,10,12,0
24,1,0,8,21,0
25,0,0,8,23,0
29,4,0,8,5,1
29,4,0,8,17,1
16,0,1,16,12,0
69,0,1,18,6,0
66,1,1,18,4,0
57,4,1,8,15,1
25,1,1,8,6,0
1,1,3,23,10,0
27,0,3,23,20,0
4,1,3,23,18,0
18,1,3,9,2,0
32,0,3,23,19,0
35,0,0,23,13,0
58,0,0,10,47,0
16,4,0,25,43,1
52,1,0,10,46,0
63,1,0,10,53,0
60,1,0,18,55,0
67,1,0,18,23,0
50,0,0,10,13,0
65,1,0,18,28,0
60,4,0,18,11,1
38,1,0,10,35,0
50,4,0,10,38,1
58,4,0,18,21,1
41,3,0,7,42,1
7,1,0,16,25,0
9,4,0,16,43,1
11,1,0,16,21,0
50,4,0,10,5,1
11,0,0,16,38,0
2,0,1,16,18,0
39,1,1,10,10,0
50,4,1,10,24,1
53,1,1,18,15,0
32,4,1,8,8,1
25,1,1,8,7,0
0,4,1,16,18,1
1,0,1,16,4,0
31,4,1,8,15,1
24,4,1,8,4,1
19,4,1,25,23,1
13,1,1,25,15,0
31,4,1,8,33,1
24,0,1,10,44,0
57,1,1,8,12,0
46,3,1,7,31,1
57,1,2,12,14,0
43,3,2,23,12,1
58,4,2,20,39,1
68,1,2,20,31,0
41,0,2,23,35,0
54,1,2,12,18,0
11,0,2,14,33,0
50,0,2,20,8,0
50,4,2,12,11,1
46,1,2,23,21,0
69,4,2,12,27,1
67,0,2,20,36,0
30,1,2,3,13,0
19,4,2,4,47,1
41,1,2,23,19,0
42,1,2,23,24,0
32,1,2,3,50,0
41,1,2,12,29,0
68,1,2,20,13,0
28,1,2,3,23,0
58,1,2,1,26,0
56,1,2,12,6,0
46,0,2,23,17,0
51,4,2,12,24,1
12,3,2,4,23,1
67,3,2,23,13,1
41,1,2,23,10,0
25,1,2,19,15,0
55,4,2,12,19,1
26,1,2,19,31,0
23,1,2,4,42,0
50,1,2,23,4,0
30,0,2,20,32,0
49,4,3,12,9,1
1,1,3,14,29,0
65,0,3,23,14,0
6,0,3,14,28,0
33,0,3,19,18,0
49,4,3,12,6,1
45,0,3,23,7,0
6,1,3,14,15,0
16,0,3,14,42,0
6,0,3,14,19,0
22,1,3,4,14,0
55,1,3,12,8,0
67,3,3,12,7,1
47,0,3,19,54,0
61,0,3,20,54,0
16,0,3,4,9,0
31,1,3,19,13,0
47,0,3,20,25,0
45,0,3,23,18,0
61,4,3,12,19,1
43,1,3,23,26,0
56,0,3,12,13,0
16,0,3,4,12,0
34,1,3,19,12,0
6,3,3,14,47,1
22,1,3,4,12,0
47,0,3,23,30,0
32,3,0,19,6,1
47,0,0,12,22,0
39,0,0,23,9,0
23,1,0,4,13,0
47,0,0,12,7,0
24,1,0,13,8,0
6,1,0,9,20,0
34,1,0,13,4,0
44,3,0,21,32,1
42,3,0,21,35,1
1,4,0,9,14,1
2,0,0,9,13,0
61,4,0,5,10,1
12,3,0,22,49,1
45,0,0,21,52,0
1,1,0,9,13,0
5,4,0,22,11,1
11,4,0,9,5,1
2,0,0,9,3,0
65,0,0,5,10,0
67,0,1,5,13,0
1,4,1,9,4,1
13,0,1,9,5,0
58,1,1,11,20,0
19,4,1,9,5,1
7,1,1,9,11,0
47,0,1,21,29,0
1,4,1,9,4,1
4,0,1,9,3,0
41,1,1,0,44,0
7,0,1,9,2,0
36,1,1,11,13,0
56,1,1,11,8,0
61,4,1,5,7,1
46,0,1,21,19,0
68,1,2,18,28,0
29,4,2,8,9,1
39,0,2,8,11,0
44,0,2,7,4,0
28,0,2,8,3,0
43,3,2,7,13,1
2,0,2,16,7,0
13,0,2,14,20,0
64,1,2,18,10,0
40,4,2,7,20,1
66,1,2,10,27,0
32,1,2,8,13,0
47,1,2,7,8,0
13,0,2,16,38,0
5,1,3,16,24,0
32,1,3,8,12,0
12,3,3,14,16,1
66,1,3,18,34,0
11,4,3,16,42,1
13,0,3,14,32,0
5,1,3,16,7,0
21,1,0,14,30,0
61,4,0,15,57,1
55,1,0,11,25,0
63,0,0,15,14,0
49,1,0,11,19,0
63,0,0,15,12,0
68,1,0,15,19,0
65,4,0,15,20,1
55,0,0,11,11,0
61,0,0,15,12,0
34,0,0,13,34,0
50,0,0,11,23,0
59,3,1,11,4,1
65,4,1,15,13,1
12,1,2,25,32,0
13,3,2,25,25,1
67,0,2,18,38,0
17,1,2,25,30,0
25,0,2,8,4,0
39,0,2,8,20,0
54,0,2,18,2,0
28,3,2,8,18,1
56,0,2,10,10,0
29,3,2,8,14,1
34,4,2,8,15,1
12,1,2,25,11,0
24,3,3,8,6,1
9,4,3,16,40,1
3,0,3,16,12,0
3,0,3,25,10,0
56,0,3,10,8,0
3,4,3,25,17,1
19,1,3,25,9,0
30,1,3,8,15,0
60,0,0,15,3,0
1,4,0,9,30,1
66,1,0,15,7,0
65,0,0,15,14,0
45,1,0,21,14,0
55,1,0,11,11,0
24,0,0,21,42,0
11,4,0,9,5,1
44,0,0,11,6,0
25,1,1,13,9,0
69,1,1,15,15,0
57,0,1,11,5,0
47,3,1,21,11,1
16,0,1,22,17,0
2,0,1,9,3,0
8,0,1,9,6,0
35,3,1,11,34,1
53,1,1,11,20,0
61,4,1,5,9,1
0,0,2,16,18,0
65,4,2,18,14,1
16,3,2,25,15,1
13,4,2,25,20,1
22,0,2,25,16,0
0,0,2,16,54,0
63,3,2,10,8,1
36,1,2,7,22,0
17,4,2,25,20,1
60,3,2,10,9,1
34,0,2,18,8,0
11,3,3,25,11,1
13,4,3,25,25,1
24,3,3,8,8,1
28,4,3,8,7,1
31,4,3,8,29,1
16,1,3,25,29,0
36,1,3,8,8,0
53,0,3,10,22,0
33,0,3,8,11,0
69,1,0,18,7,0
29,0,0,19,6,0
7,1,0,14,15,0
29,0,0,19,17,0
0,0,0,14,35,0
1,4,0,14,16,1
54,3,0,21,6,1
23,3,0,14,11,1
63,3,0,12,10,1
8,1,0,14,17,0
34,1,0,19,17,0
13,3,0,14,22,1
47,1,0,23,8,0
39,1,0,23,15,0
58,0,0,21,8,0
61,4,0,14,19,1
60,1,0,14,9,0
1,0,0,14,8,0
43,1,1,23,17,0
66,1,1,12,31,0
7,1,1,14,21,0
36,0,1,19,11,0
46,0,1,23,28,0
3,1,1,14,27,0
13,3,1,4,41,1
16,3,1,14,21,1
33,0,1,23,17,0
14,0,1,4,18,0
2,1,1,14,29,0
32,3,1,19,5,1
46,0,1,23,23,0
56,0,1,21,20,0
66,0,1,20,17,0
34,1,1,19,33,0
43,1,1,23,8,0
4,4,1,14,33,1
27,1,1,19,25,0
15,0,1,4,21,0
16,0,1,4,15,0
26,3,1,19,12,1
13,3,1,4,18,1
46,0,1,23,18,0
16,3,1,4,18,1
26,3,2,19,12,1
16,0,2,4,11,0
23,0,2,25,18,0
17,1,2,25,17,0
40,0,2,7,4,0
11,1,2,25,23,0
51,1,2,10,28,0
11,4,2,25,18,1
17,1,2,25,5,0
53,0,2,10,15,0
9,4,2,16,15,1
12,1,3,25,9,0
24,1,3,8,12,0
31,4,3,8,20,1
7,0,3,25,9,0
9,4,3,25,28,1
26,0,3,8,7,0
58,0,3,10,16,0
24,3,3,8,4,1
18,4,3,25,13,1
47,0,3,7,8,0
39,1,0,8,10,0
53,0,0,10,5,0
43,1,0,23,24,0
5,4,0,14,51,1
58,1,0,12,22,0
39,0,0,23,8,0
32,1,0,19,4,0
62,1,0,12,40,0
69,4,0,20,8,1
12,3,0,23,15,1
20,0,0,4,5,0
45,1,0,23,9,0
32,0,0,19,5,0
61,4,0,20,18,1
21,1,0,23,20,0
22,0,0,4,11,0
50,0,0,4,3,0
25,1,0,19,17,0
52,1,1,12,23,0
65,0,1,20,8,0
43,1,1,23,10,0
43,1,1,23,25,0
5,1,1,14,14,0
6,1,1,4,14,0
56,0,1,12,4,0
58,3,1,12,9,1
47,0,1,12,10,0
43,1,1,23,22,0
56,0,1,12,16,0
6,1,1,14,22,0
6,1,1,4,6,0
62,3,1,20,3,1
43,0,1,23,3,0
32,3,1,23,8,1
22,1,1,4,26,0
17,1,1,14,14,0
54,1,1,12,16,0
32,0,1,19,11,0
55,0,1,12,3,0
57,4,2,12,8,1
65,0,2,11,3,0
61,4,2,15,8,1
66,1,2,11,8,0
54,3,2,11,6,1
52,0,2,15,30,0
7,1,2,9,16,0
66,1,2,15,10,0
45,1,3,21,15,0
59,4,3,11,22,1
69,0,3,15,6,0
68,1,3,15,12,0
26,3,3,13,15,1
69,0,3,15,15,0
64,1,3,15,10,0
51,0,3,21,3,0
68,0,2,15,26,0
2,0,2,19,21,0
64,1,2,15,40,0
52,0,2,15,40,0
8,0,2,15,22,0
17,0,2,19,57,0
0,4,2,9,18,1
30,3,2,19,12,1
51,0,2,11,6,0
49,1,2,11,2,0
65,4,2,15,7,1
45,0,3,21,3,0
52,1,3,11,14,0
9,1,3,9,3,0
67,0,3,15,6,0
6,0,3,9,22,0
67,1,3,15,7,0
47,0,3,15,9,0
5,0,3,15,16,0
62,0,3,15,10,0
1,1,3,9,1,0
63,0,0,15,4,0
29,1,0,8,20,0
35,1,0,8,54,0
67,4,0,18,26,1
6,1,0,16,13,0
11,0,0,16,9,0
29,0,0,8,7,0
22,1,0,25,8,0
23,0,1,25,29,0
27,1,1,8,30,0
18,1,1,16,31,0
28,4,1,8,39,1
28,4,1,8,29,1
16,0,1,16,25,0
64,4,1,18,20,1
12,0,1,25,17,0
17,1,1,25,16,0
24,1,1,8,12,0
15,0,1,25,17,0
12,0,1,16,30,0
1,4,1,25,18,1
9,1,2,4,14,0
64,1,2,20,14,0
12,3,2,14,10,1
6,3,2,14,43,1
33,1,2,19,34,0
53,3,2,12,11,1
51,1,2,12,10,0
29,1,2,4,17,0
45,1,2,23,15,0
2,0,2,14,27,0
18,3,2,4,23,1
30,1,2,19,25,0
49,1,2,12,23,0
4,1,2,4,22,0
58,1,2,12,18,0
33,3,2,23,15,1
43,1,2,23,6,0
50,3,2,12,23,1
46,3,2,23,32,1
21,0,2,14,8,0
25,1,2,19,25,0
22,0,2,19,18,0
45,3,2,19,7,1
22,0,2,19,22,0
30,0,3,23,10,0
52,1,3,12,14,0
22,0,3,4,18,0
43,1,3,23,15,0
26,3,3,19,26,1
47,0,3,3,4,0
30,0,3,19,25,0
45,1,3,23,16,0
47,0,3,23,12,0
6,3,3,14,5,1
12,0,3,3,36,0
55,1,3,23,5,0
6,1,3,14,2,0
56,1,3,3,11,0
39,4,3,23,14,1
44,0,3,23,16,0
6,1,3,14,42,0
1,0,3,14,16,0
39,4,3,23,18,1
46,1,3,19,18,0
37,1,3,23,23,0
47,0,3,3,4,0
60,3,3,12,6,1
45,0,3,23,19,0
16,1,3,14,39,0
54,1,3,12,9,0
47,1,3,23,15,0
47,0,3,23,5,0
61,4,3,20,26,1
53,1,3,12,3,0
20,1,3,4,17,0
46,0,0,23,11,0
50,3,0,12,0,1
46,3,0,23,22,1
45,0,0,23,23,0
64,1,0,18,7,0
24,0,0,8,6,0
62,0,0,18,18,0
25,0,0,8,3,0
31,4,0,8,9,1
10,3,0,25,17,1
28,0,0,8,9,0
67,1,1,18,23,0
3,1,1,25,4,0
24,3,1,8,7,1
35,3,1,8,19,1
24,3,1,8,15,1
30,0,1,7,12,0
32,3,1,25,9,1
22,0,1,16,12,0
35,0,1,8,37,0
33,0,1,8,22,0
54,4,2,12,9,1
6,3,2,14,54,1
51,4,2,20,22,1
56,1,2,23,14,0
33,0,2,19,5,0
54,0,2,23,12,0
55,3,2,23,6,1
61,4,2,23,11,1
54,3,2,12,2,1
18,1,2,4,15,0
20,1,2,14,13,0
49,1,2,12,15,0
51,4,2,12,7,1
17,1,2,4,27,0
60,4,2,12,3,1
63,1,2,12,33,0
23,1,2,19,29,0
18,4,3,4,15,1
50,4,3,12,6,1
15,3,3,4,19,1
38,1,3,23,8,0
20,3,3,4,10,1
45,1,3,23,25,0
49,1,3,20,23,0
4,4,3,14,8,1
45,0,3,23,21,0
45,0,3,23,12,0
35,0,3,19,8,0
21,0,3,4,13,0
0,0,3,23,12,0
35,0,3,23,25,0
62,4,0,20,15,1
22,0,0,25,24,0
6,0,0,16,19,0
24,1,1,16,29,0
15,4,1,25,8,1
68,1,1,18,13,0
12,3,2,4,15,1
30,1,2,19,14,0
33,1,2,19,19,0
17,1,2,4,15,0
26,0,2,24,39,0
17,3,2,4,15,1
47,1,2,12,41,0
44,0,2,24,14,0
54,0,2,12,11,0
31,1,2,19,17,0
37,1,2,24,11,0
61,4,2,20,22,1
22,0,2,12,10,0
3,4,2,12,8,1
64,0,2,12,39,0
46,3,3,24,16,1
4,1,3,4,33,0
65,1,3,12,22,0
35,0,3,19,36,0
0,1,3,14,10,0
33,1,3,19,14,0
43,0,3,24,2,0
49,1,3,12,9,0
45,0,3,24,37,0
20,0,3,4,33,0
58,1,3,12,26,0
49,4,3,12,8,1
21,1,3,19,38,0
6,1,3,14,18,0
54,3,3,12,5,1
46,4,3,24,19,1
6,1,0,9,11,0
61,0,0,15,6,0
9,1,0,9,7,0
14,0,0,22,13,0
46,3,0,21,17,1
7,1,0,9,8,0
64,4,0,15,11,1
45,1,0,15,7,0
0,0,0,11,8,0
37,1,1,21,12,0
63,0,1,11,9,0
65,1,1,11,18,0
22,3,1,22,48,1
66,1,1,11,8,0
11,4,1,9,21,1
16,0,1,22,24,0
52,0,1,11,30,0
52,0,1,15,6,0
15,0,1,15,9,0
55,1,1,11,7,0
67,0,1,15,11,0
22,0,1,22,11,0
19,0,1,22,5,0
1,0,2,9,2,0
26,1,2,19,16,0
18,1,2,4,19,0
33,1,2,19,25,0
12,3,2,14,15,1
21,0,2,8,2,0
61,4,2,12,27,1
17,1,2,4,11,0
26,1,2,14,29,0
30,1,2,19,25,0
67,0,2,12,13,0
52,3,2,18,6,1
17,1,2,14,15,0
28,1,2,19,16,0
57,3,2,18,8,1
6,3,2,14,20,1
46,0,2,18,8,0
42,4,2,8,5,1
41,4,2,8,22,1
52,3,2,12,12,1
27,1,2,19,9,0
19,1,2,4,16,0
12,3,2,14,24,1
12,3,2,20,39,1
9,1,3,14,41,0
69,4,3,8,19,1
7,1,3,14,23,0
20,4,3,4,13,1
46,0,3,8,13,0
17,0,3,14,36,0
24,1,3,19,7,0
59,3,3,18,9,1
14,0,3,4,19,0
22,1,3,4,5,0
17,1,3,20,34,0
38,4,3,8,26,1
69,4,3,12,20,1
47,1,3,8,20,0
45,3,0,12,10,1
38,0,0,19,3,0
4,1,0,9,12,0
66,3,0,15,7,1
19,0,0,9,19,0
11,1,0,9,6,0
64,4,0,15,6,1
17,0,0,9,11,0
65,4,0,15,7,1
0,0,0,9,5,0
59,3,1,15,38,1
11,0,1,9,19,0
57,1,1,15,14,0
59,0,1,15,9,0
69,0,1,15,6,0
59,0,1,15,20,0
67,1,1,15,4,0
24,3,2,8,5,1
11,0,2,2,42,0
67,4,2,18,25,1
27,4,2,8,6,1
16,3,2,25,6,1
17,1,3,25,23,0
64,4,3,18,17,1
24,3,3,8,21,1
27,4,3,8,6,1
29,1,3,8,7,0
7,1,3,25,37,0
27,0,3,8,32,0
7,1,3,25,17,0
42,0,0,7,4,0
59,0,0,11,36,0
52,3,0,15,28,1
69,0,0,15,8,0
3,0,0,9,13,0
69,1,0,15,8,0
1,1,0,11,15,0
61,0,1,15,18,0
62,1,1,11,16,0
7,0,1,9,5,0
1,4,1,9,9,1
2,0,1,9,31,0
58,0,1,11,25,0
24,3,2,8,13,1
25,1,2,8,13,0
19,1,2,25,33,0
42,0,2,8,12,0
11,1,2,25,12,0
6,1,2,16,4,0
12,3,3,25,19,1
7,1,3,16,25,0
36,0,3,16,23,0
0,1,3,16,39,0
68,0,3,8,28,0
20,1,0,25,6,0
51,1,0,15,15,0
5,4,0,9,3,1
51,1,0,5,19,0
55,1,0,15,8,0
60,4,0,15,47,1
41,4,0,21,11,1
27,0,0,15,9,0
26,1,0,15,23,0
63,0,0,15,10,0
42,1,0,15,4,0
27,0,1,13,46,0
14,1,1,22,35,0
69,0,1,15,7,0
9,0,1,9,17,0
5,4,1,9,28,1
60,4,1,15,39,1
5,0,1,5,41,0
67,1,1,15,8,0
49,0,1,15,17,0
67,0,2,18,8,0
2,1,2,16,16,0
16,1,2,25,18,0
11,0,2,16,28,0
65,4,2,18,7,1
35,1,2,8,8,0
2,3,3,16,2,1
1,1,3,16,21,0
30,0,3,8,5,0
25,4,3,8,7,1
26,0,3,8,17,0
10,0,3,16,12,0
28,4,3,8,9,1
0,4,0,14,17,1
12,3,0,4,18,1
51,1,0,15,15,0
16,3,0,4,3,1
38,1,0,23,5,0
41,1,0,23,12,0
53,1,0,23,11,0
49,4,0,12,5,1
12,3,0,14,20,1
46,3,0,23,22,1
51,1,0,23,13,0
35,0,0,19,10,0
67,0,0,20,38,0
50,4,0,20,12,1
12,3,0,14,28,1
21,1,0,4,6,0
41,4,0,23,28,1
7,1,0,14,26,0
20,1,0,4,26,0
55,1,0,15,30,0
2,3,1,19,11,1
6,3,1,4,14,1
41,4,1,23,4,1
41,4,1,15,9,1
18,1,1,12,11,0
2,3,1,4,18,1
60,4,1,15,7,1
61,0,1,15,8,0
68,0,1,15,18,0
21,1,1,14,30,0
60,4,1,15,25,1
58,0,1,15,11,0
31,1,1,23,14,0
51,1,1,23,7,0
35,0,1,19,33,0
55,1,1,23,9,0
39,1,1,23,9,0
36,0,1,12,2,0
55,0,1,14,7,0
38,1,1,23,11,0
12,1,1,4,22,0
57,1,1,12,6,0
31,0,1,19,4,0
34,1,1,23,21,0
31,0,1,19,10,0
52,0,1,20,42,0
60,0,2,12,5,0
21,1,2,4,15,0
61,0,2,18,8,0
17,1,2,25,13,0
21,0,2,16,4,0
11,4,2,16,29,1
23,1,2,25,21,0
40,0,2,7,39,0
28,3,2,8,32,1
9,1,2,16,28,0
11,0,3,16,15,0
2,1,3,16,50,0
4,0,3,16,37,0
22,3,3,25,19,1
34,4,3,7,19,1
35,4,3,7,23,1
25,1,3,8,15,0
14,1,3,25,17,0
5,0,3,16,27,0
28,4,3,8,9,1
61,0,0,8,3,0
16,1,0,4,26,0
36,1,0,24,15,0
53,1,0,12,15,0
28,3,0,24,17,1
27,1,0,19,25,0
2,3,0,4,22,1
28,3,0,19,12,1
16,3,0,4,11,1
59,0,0,12,5,0
19,1,0,14,31,0
26,0,0,19,22,0
47,1,0,24,17,0
6,1,0,14,20,0
51,3,0,12,3,1
21,1,0,24,16,0
65,3,0,24,27,1
25,3,1,19,6,1
21,3,1,14,47,1
12,1,1,4,29,0
56,4,1,12,3,1
56,4,1,12,8,1
47,3,1,24,14,1
38,3,1,24,21,1
34,1,1,19,15,0
12,3,1,4,25,1
8,0,1,14,4,0
16,0,1,4,5,0
41,1,1,24,5,0
5,0,1,14,31,0
8,0,1,24,28,0
54,0,1,24,12,0
41,1,1,24,9,0
58,4,1,20,34,1
12,3,1,4,18,1
27,0,1,19,22,0
6,1,2,14,11,0
59,0,2,15,11,0
69,1,2,15,24,0
64,4,2,15,7,1
2,4,2,9,8,1
45,0,2,15,21,0
42,4,2,15,16,1
0,0,3,9,11,0
3,4,3,9,29,1
60,4,3,15,9,1
65,0,3,15,19,0
17,0,0,4,8,0
17,0,0,14,10,0
25,3,0,23,6,1
68,0,0,20,17,0
61,4,0,12,5,1
19,0,0,4,41,0
16,1,0,14,19,0
27,1,0,23,10,0
16,1,0,14,13,0
32,1,0,23,5,0
44,1,0,23,13,0
41,1,0,23,15,0
12,3,0,4,7,1
6,1,0,4,8,0
44,1,0,23,14,0
31,1,0,19,10,0
20,0,0,4,12,0
5,3,0,14,4,1
34,1,1,23,31,0
11,3,1,14,25,1
41,4,1,23,16,1
17,1,1,4,15,0
11,0,1,14,16,0
46,1,1,23,12,0
54,0,1,8,3,0
41,0,1,23,5,0
19,0,1,23,20,0
32,0,1,19,2,0
19,0,1,4,15,0
4,1,1,14,12,0
63,4,1,20,14,1
2,0,1,14,24,0
14,1,1,4,17,0
55,4,1,8,5,1
58,1,2,12,7,0
65,1,2,15,16,0
67,0,2,15,13,0
2,3,2,9,14,1
68,1,2,15,19,0
64,4,3,15,11,1
47,0,3,21,48,0
68,1,0,20,24,0
17,1,0,4,38,0
34,1,0,19,50,0
53,1,0,24,30,0
37,1,0,23,27,0
18,3,0,4,24,1
40,3,0,23,56,1
43,1,0,23,54,0
47,1,0,23,50,0
28,1,0,19,9,0
46,1,0,23,21,0
50,1,0,23,6,0
3,3,0,14,33,1
64,1,0,20,20,0
2,3,0,4,11,1
69,0,0,20,21,0
12,3,0,4,32,1
33,1,0,19,9,0
21,1,0,14,15,0
24,3,0,23,7,1
40,1,0,24,16,0
67,1,0,20,11,0
23,1,0,4,16,0
46,1,0,24,9,0
55,1,1,24,7,0
34,3,1,23,8,1
19,1,1,23,38,0
69,4,1,20,12,1
22,1,1,14,24,0
23,1,1,4,33,0
21,1,1,14,23,0
61,4,1,20,31,1
6,1,1,3,20,0
54,0,1,24,7,0
12,0,1,4,28,0
1,0,1,4,10,0
17,0,1,14,13,0
31,1,1,24,9,0
34,4,1,24,21,1
41,0,1,23,47,0
65,3,1,20,16,1
9,1,1,14,8,0
67,1,1,20,19,0
43,0,1,24,11,0
36,0,1,24,5,0
47,4,1,23,16,1
2,1,1,4,50,0
36,1,1,23,6,0
36,0,2,23,13,0
67,1,2,11,8,0
51,4,2,11,3,1
0,1,2,9,3,0
67,3,2,5,6,1
55,1,2,0,43,0
55,1,3,11,8,0
67,1,3,15,14,0
13,4,3,15,22,1
69,0,3,15,5,0
69,0,3,15,5,0
39,0,0,8,22,0
18,4,0,25,22,1
27,1,0,8,11,0
67,1,0,18,10,0
2,0,0,16,12,0
23,0,0,25,13,0
37,1,0,8,10,0
28,1,0,8,8,0
5,1,0,16,35,0
9,0,0,16,1,0
25,1,0,8,21,0
25,0,0,8,14,0
35,1,0,8,13,0
0,1,1,16,5,0
56,0,1,10,6,0
47,4,1,10,22,1
64,0,1,18,10,0
43,0,1,25,13,0
17,3,1,25,7,1
28,4,1,8,7,1
67,0,1,18,54,0
69,3,1,18,28,1
46,1,1,25,22,0
40,4,3,24,18,1
38,4,3,24,22,1
40,4,3,24,32,1
46,4,3,24,29,1
14,0,3,24,34,0
38,4,2,23,24,1
5,3,2,14,22,1
51,0,2,12,44,0
37,0,2,23,52,0
38,0,2,23,35,0
62,0,2,20,9,0
2,3,2,14,31,1
28,1,2,3,42,0
52,1,2,12,10,0
7,4,2,14,28,1
54,0,2,12,27,0
40,1,2,23,22,0
10,1,2,14,36,0
58,0,2,12,8,0
44,0,2,23,8,0
53,4,2,12,10,1
13,1,2,3,25,0
36,3,2,23,15,1
