Machine ,"Reason
Remarks",Date Label,"Attended
By","Duration
Log >> Close/Now",Production or Process Defect?
63,1,2,15,6,0
2,4,2,9,9,1
62,4,2,15,31,1
69,3,2,15,23,1
31,0,2,15,8,0
69,0,3,15,8,0
11,1,3,9,12,0
59,0,3,11,9,0
61,0,3,15,29,0
52,0,3,11,16,0
61,0,0,15,17,0
66,1,0,20,15,0
52,1,0,12,11,0
53,1,0,12,4,0
26,0,0,19,14,0
64,1,0,20,14,0
43,3,0,23,6,1
55,1,0,12,17,0
7,3,0,24,14,1
2,0,0,14,18,0
56,1,0,23,6,0
49,3,0,23,10,1
12,0,0,24,11,0
32,1,0,23,10,0
58,1,0,12,11,0
12,3,0,24,8,1
45,1,0,23,12,0
26,1,0,19,22,0
50,3,0,12,3,1
54,1,0,12,19,0
21,1,0,24,7,0
62,4,0,20,14,1
50,1,0,12,7,0
43,1,0,23,38,0
60,1,0,1,20,0
39,0,0,24,3,0
49,3,0,12,1,1
33,0,0,19,35,0
60,4,0,20,48,1
49,0,0,12,4,0
15,0,0,24,12,0
7,4,0,14,11,1
7,4,0,14,0,1
42,0,0,23,7,0
49,3,0,20,1,1
2,1,0,12,21,0
5,1,0,12,14,0
41,4,0,12,3,1
43,1,1,23,4,0
18,4,1,24,16,1
69,0,1,12,19,0
64,1,1,20,13,0
7,0,1,19,29,0
59,0,1,12,29,0
60,1,1,12,28,0
40,3,1,24,11,1
28,0,1,19,15,0
18,4,1,24,10,1
17,3,1,14,17,1
15,0,1,24,11,0
9,0,1,14,19,0
63,1,1,20,40,0
20,0,1,14,6,0
61,1,1,20,50,0
63,1,1,12,13,0
63,1,1,12,16,0
63,1,1,12,5,0
2,4,1,12,14,1
46,0,1,23,10,0
61,1,1,20,21,0
6,3,1,14,12,1
49,1,1,12,9,0
53,4,2,12,16,1
63,1,2,20,9,0
66,4,2,15,4,1
66,0,2,15,7,0
28,1,2,0,19,0
59,0,2,11,6,0
18,1,2,9,14,0
61,4,2,15,7,1
59,0,2,15,6,0
46,0,2,21,8,0
66,4,2,15,3,1
66,4,2,15,11,1
50,0,2,11,2,0
66,0,2,15,8,0
5,4,2,15,12,1
65,4,2,15,9,1
48,3,2,11,3,1
31,0,3,13,15,0
63,0,3,15,23,0
39,4,3,21,2,1
66,4,3,15,7,1
0,0,3,9,46,0
7,0,3,9,31,0
2,0,3,9,6,0
61,4,3,11,10,1
65,0,3,15,21,0
64,4,3,15,10,1
66,4,3,15,10,1
53,1,0,12,14,0
33,0,0,19,31,0
21,1,0,7,14,0
53,1,0,12,6,0
0,0,0,7,24,0
46,1,0,23,13,0
37,1,0,19,29,0
57,1,0,12,35,0
43,3,0,23,16,1
17,0,0,14,30,0
65,0,0,3,42,0
63,0,0,12,29,0
40,1,0,23,18,0
18,1,0,14,38,0
47,1,0,23,36,0
59,0,0,20,35,0
18,4,0,14,13,1
65,1,0,20,7,0
7,0,0,7,7,0
7,0,1,14,20,0
56,1,1,3,13,0
61,0,1,12,10,0
31,1,1,19,36,0
63,0,1,20,24,0
7,0,1,14,9,0
7,0,1,14,13,0
43,0,1,23,8,0
62,3,1,3,2,1
2,0,1,14,7,0
19,1,1,7,12,0
9,1,1,14,11,0
28,0,1,19,17,0
42,1,1,23,12,0
15,0,1,7,32,0
45,0,1,20,29,0
21,1,1,7,14,0
43,1,1,23,7,0
29,0,1,19,5,0
48,3,1,12,3,1
62,4,2,8,12,1
40,1,2,23,16,0
60,0,2,20,3,0
13,1,0,25,16,0
17,0,0,25,21,0
39,1,0,7,17,0
32,0,0,2,4,0
16,3,0,25,27,1
23,3,0,25,33,1
43,4,0,7,10,1
8,3,0,25,21,1
46,0,0,7,16,0
29,0,0,2,42,0
54,0,0,10,39,0
60,4,0,18,6,1
10,0,0,16,27,0
11,0,0,16,27,0
13,1,0,25,43,0
7,0,0,16,6,0
4,1,1,16,23,0
64,0,0,7,31,0
55,1,1,10,44,0
57,1,1,10,30,0
17,1,1,25,21,0
45,4,1,7,25,1
62,0,1,18,10,0
18,1,1,25,28,0
23,0,1,25,42,0
28,1,2,24,10,0
40,3,2,24,8,1
66,4,2,20,11,1
42,4,2,23,28,1
15,0,2,14,19,0
46,0,2,23,10,0
56,1,2,12,14,0
27,0,2,24,25,0
62,4,2,12,7,1
48,0,2,12,5,0
20,0,2,14,18,0
38,1,2,23,30,0
62,1,2,12,13,0
42,4,2,23,19,1
30,0,2,24,27,0
48,1,2,20,43,0
21,3,2,3,14,1
7,1,2,14,22,0
30,0,2,24,16,0
4,1,2,14,7,0
26,4,2,24,28,1
47,4,3,23,16,1
64,0,3,12,14,0
50,1,3,23,15,0
34,0,3,24,9,0
36,4,3,23,8,1
11,1,3,3,14,0
39,1,3,23,6,0
18,1,3,3,10,0
15,1,3,14,8,0
43,1,3,23,7,0
7,0,3,14,14,0
12,3,3,3,2,1
39,3,3,23,16,1
34,3,3,24,6,1
8,1,3,14,5,0
0,0,3,14,9,0
61,1,3,14,14,0
33,0,3,24,23,0
43,0,3,12,2,0
39,0,3,12,6,0
33,0,3,12,18,0
33,0,0,8,24,0
8,0,0,16,31,0
31,0,0,8,18,0
23,3,0,25,31,1
19,1,0,25,23,0
46,1,0,10,20,0
30,4,0,8,1,1
0,0,1,25,35,0
5,1,1,16,17,0
43,3,1,7,16,1
67,3,1,18,4,1
0,0,2,16,6,0
0,0,2,14,50,0
49,1,2,20,8,0
43,0,2,23,37,0
35,0,2,19,13,0
12,0,2,4,11,0
34,1,2,19,25,0
65,1,2,20,20,0
28,1,2,1,19,0
60,0,2,20,36,0
55,4,2,20,28,1
9,0,2,14,21,0
54,0,2,12,8,0
21,3,2,14,46,1
35,0,2,19,37,0
46,0,2,23,14,0
46,0,2,23,18,0
5,0,2,14,20,0
54,3,2,12,10,1
18,4,2,23,15,1
18,1,2,4,19,0
54,0,3,23,11,0
54,0,3,12,8,0
21,0,3,4,19,0
54,4,3,12,6,1
50,4,3,12,22,1
33,1,3,19,22,0
50,4,3,12,7,1
36,4,3,23,16,1
18,1,3,14,15,0
28,0,3,19,26,0
9,4,3,4,24,1
26,0,3,19,6,0
62,1,3,4,22,0
4,3,3,14,13,1
6,1,0,9,6,0
64,4,0,15,20,1
5,0,0,9,3,0
7,0,0,9,21,0
65,4,0,15,7,1
29,0,0,13,24,0
30,1,0,13,31,0
8,0,0,15,10,0
64,3,1,15,14,1
32,4,1,13,22,1
67,1,1,15,5,0
35,3,2,19,22,1
29,3,2,23,6,1
7,3,2,14,42,1
48,1,2,20,14,0
47,4,2,23,18,1
60,1,2,1,15,0
56,4,2,12,14,1
2,4,2,4,21,1
27,1,2,23,8,0
35,0,2,19,23,0
43,1,2,23,11,0
33,0,2,19,25,0
37,1,2,23,7,0
18,4,2,4,20,1
12,3,2,4,13,1
42,1,2,23,5,0
28,0,2,4,41,0
45,1,2,3,7,0
59,1,2,12,23,0
42,1,2,3,8,0
44,0,2,12,4,0
61,1,2,1,14,0
68,0,2,20,16,0
35,3,2,19,13,1
64,0,2,20,12,0
48,3,3,12,0,1
28,4,3,24,10,1
9,1,3,14,19,0
27,1,3,24,25,0
34,3,3,23,5,1
28,0,3,24,14,0
27,0,3,24,19,0
7,3,3,14,19,1
32,0,3,24,13,0
28,4,3,24,4,1
62,1,3,1,12,0
66,0,3,20,17,0
28,4,3,24,20,1
55,4,3,20,20,1
47,0,3,24,25,0
3,1,3,14,3,0
28,0,3,24,18,0
20,0,3,4,7,0
35,0,0,24,7,0
11,3,0,22,8,1
55,0,0,11,6,0
35,4,0,22,29,1
13,0,0,22,5,0
29,1,0,13,15,0
42,0,0,11,6,0
69,1,0,15,21,0
28,1,1,13,12,0
68,4,1,15,29,1
52,0,1,11,26,0
68,0,1,15,4,0
55,0,1,11,3,0
60,1,1,11,12,0
14,3,1,22,25,1
59,0,1,11,15,0
13,0,2,25,10,0
30,1,2,8,2,0
66,1,2,18,31,0
11,1,2,25,20,0
27,1,2,8,19,0
28,1,2,8,14,0
1,4,2,25,52,1
7,1,2,16,23,0
50,4,2,2,12,1
27,1,3,8,17,0
1,1,3,25,10,0
63,4,3,18,6,1
9,0,3,16,9,0
9,3,3,25,17,1
1,0,0,9,14,0
5,4,0,9,4,1
17,1,0,22,20,0
43,0,1,5,3,0
63,0,1,5,2,0
59,3,1,5,9,1
49,1,1,11,12,0
54,0,2,11,3,0
59,1,2,11,4,0
68,4,0,15,54,1
60,0,0,9,30,0
32,0,1,15,6,0
1,4,1,9,22,1
57,1,0,11,36,0
17,0,1,5,8,0
20,4,1,5,9,1
7,0,1,9,17,0
68,1,1,15,13,0
64,0,1,15,12,0
68,1,1,15,21,0
69,4,1,15,14,1
64,4,1,15,11,1
59,0,1,11,42,0
33,4,1,13,17,1
1,4,1,9,25,1
51,4,1,15,8,1
59,0,1,15,37,0
47,3,1,15,18,1
1,0,1,9,13,0
64,0,2,15,4,0
13,1,2,25,13,0
25,1,2,8,18,0
22,0,2,25,6,0
13,1,2,25,33,0
27,4,2,8,10,1
45,4,2,7,35,1
16,3,2,25,37,1
19,1,2,25,50,0
28,4,2,8,16,1
56,0,2,10,28,0
13,1,2,25,36,0
53,0,2,10,10,0
16,0,2,25,15,0
48,4,2,10,17,1
33,4,2,8,14,1
1,0,3,25,25,0
34,1,3,8,9,0
19,1,3,25,22,0
1,0,3,16,6,0
29,4,3,8,10,1
59,0,3,10,37,0
16,0,3,25,35,0
40,4,3,7,28,1
22,4,3,8,21,1
15,1,3,25,15,0
59,0,3,10,46,0
22,4,3,25,23,1
50,4,3,10,12,1
4,0,3,25,54,0
19,1,3,25,28,0
12,3,3,25,25,1
64,1,3,18,30,0
59,0,3,10,41,0
66,0,0,18,5,0
64,0,0,20,19,0
42,3,0,21,30,1
55,0,0,12,17,0
2,0,0,14,36,0
16,1,0,14,43,0
2,3,0,3,16,1
33,0,0,19,16,0
50,0,0,15,10,0
26,1,0,19,33,0
33,0,0,19,16,0
27,3,0,19,28,1
1,4,0,14,38,1
51,4,0,12,13,1
32,0,0,3,5,0
2,1,0,3,17,0
3,1,0,3,21,0
2,0,0,12,16,0
26,3,0,19,11,1
7,4,0,22,11,1
42,3,0,12,11,1
68,1,0,20,15,0
28,1,0,19,35,0
30,1,0,19,12,0
6,1,0,14,30,0
55,1,0,12,10,0
10,1,0,14,15,0
46,0,0,19,22,0
33,1,1,19,12,0
22,3,1,21,8,1
66,1,1,20,11,0
50,0,1,15,11,0
7,0,1,14,12,0
5,0,1,14,20,0
60,3,1,20,1,1
19,0,1,22,24,0
27,1,1,19,8,0
49,1,1,20,11,0
46,0,1,12,26,0
61,0,1,15,6,0
51,4,1,15,5,1
62,1,1,20,18,0
61,3,1,20,10,1
7,1,1,14,21,0
43,0,1,21,16,0
61,0,1,20,9,0
55,1,1,12,7,0
54,0,1,15,10,0
60,3,1,20,8,1
50,3,1,20,21,1
8,4,2,14,3,1
64,4,2,18,11,1
43,4,2,7,9,1
25,1,2,17,4,0
29,4,2,8,4,1
23,3,2,25,19,1
29,4,2,8,27,1
58,0,2,8,4,0
58,0,2,10,4,0
65,0,3,18,21,0
28,4,3,8,21,1
13,1,3,25,28,0
1,0,3,16,6,0
7,0,3,16,21,0
59,0,3,10,30,0
18,1,3,25,47,0
32,3,3,8,12,1
32,0,3,25,45,0
13,0,3,25,15,0
42,0,3,7,11,0
33,0,0,8,10,0
21,1,0,25,6,0
14,1,0,24,15,0
3,3,0,14,22,1
12,1,0,3,17,0
20,1,0,3,10,0
61,1,0,20,50,0
22,1,0,3,33,0
45,1,0,23,37,0
46,3,0,23,18,1
39,1,0,23,38,0
1,4,0,14,11,1
34,1,0,19,23,0
16,1,0,3,18,0
43,1,0,23,22,0
39,1,0,23,5,0
46,1,0,23,8,0
33,1,0,19,11,0
12,0,0,3,12,0
42,3,0,12,24,1
38,1,0,23,12,0
44,3,0,23,18,1
52,1,0,12,8,0
2,0,0,14,13,0
20,4,0,14,15,1
44,4,0,12,11,1
50,3,0,12,1,1
9,0,0,19,31,0
1,4,0,14,14,1
34,4,0,12,47,1
30,1,0,12,6,0
39,3,0,12,3,1
27,0,1,3,16,0
2,4,1,14,26,1
42,3,1,19,13,1
12,3,1,14,15,1
38,1,1,23,9,0
46,3,1,23,36,1
33,1,1,19,12,0
9,0,1,14,11,0
2,0,1,14,13,0
55,4,1,12,19,1
11,1,1,14,27,0
69,3,1,20,20,1
50,3,1,12,8,1
41,0,1,23,7,0
37,1,1,23,13,0
61,1,1,12,4,0
50,4,1,12,2,1
8,1,1,14,26,0
59,0,1,12,12,0
30,1,1,12,22,0
32,1,1,12,29,0
65,0,1,20,16,0
51,1,1,1,7,0
22,0,1,3,15,0
3,1,1,14,15,0
43,4,1,23,4,1
65,0,1,20,11,0
2,0,2,9,8,0
25,0,2,13,10,0
32,1,2,13,11,0
67,0,2,15,9,0
7,0,2,9,8,0
53,0,2,15,19,0
60,0,2,15,10,0
43,0,2,15,38,0
20,4,2,15,8,1
0,0,2,11,35,0
2,3,2,15,20,1
64,0,3,15,10,0
62,0,3,15,3,0
6,0,3,9,11,0
62,3,3,15,13,1
2,0,3,9,21,0
64,1,3,11,10,0
2,0,3,15,34,0
37,0,3,15,9,0
2,3,0,14,34,1
48,4,0,12,6,1
53,4,0,12,13,1
67,4,0,20,27,1
19,1,0,3,15,0
15,1,0,19,16,0
7,1,0,14,4,0
34,1,0,23,9,0
22,3,0,14,8,1
27,1,0,19,11,0
7,1,0,14,5,0
47,1,0,23,9,0
15,3,0,14,5,1
41,0,0,19,12,0
48,0,0,20,7,0
53,4,0,12,9,1
56,1,0,20,41,0
2,0,0,20,8,0
37,0,1,19,6,0
5,1,1,14,7,0
66,0,1,12,11,0
12,1,1,3,8,0
38,0,1,23,15,0
64,1,1,1,18,0
38,1,1,23,18,0
62,4,1,12,34,1
54,3,1,20,6,1
9,1,1,3,13,0
34,1,1,12,40,0
8,0,1,14,53,0
61,4,1,20,7,1
39,0,1,20,20,0
28,1,1,20,20,0
68,4,1,12,23,1
8,0,1,14,8,0
49,1,1,12,10,0
48,3,2,12,6,1
42,1,2,23,9,0
15,1,2,3,11,0
60,3,2,15,40,1
53,1,2,11,12,0
12,4,2,9,52,1
7,1,2,9,5,0
46,1,2,15,37,0
43,1,2,11,16,0
2,0,2,15,28,0
25,0,3,13,4,0
62,1,3,15,21,0
64,4,3,15,7,1
3,1,3,11,6,0
65,1,0,15,13,0
32,0,0,15,6,0
61,0,0,15,8,0
20,3,0,19,7,1
6,1,0,8,13,0
19,0,0,8,5,0
3,4,0,8,10,1
59,1,0,1,19,0
0,1,0,25,6,0
55,1,0,12,13,0
26,1,0,19,22,0
43,1,0,12,41,0
54,0,0,12,10,0
23,1,0,25,14,0
61,4,0,20,24,1
57,1,0,12,8,0
54,3,0,12,16,1
7,1,0,8,12,0
10,0,0,19,10,0
5,4,0,8,11,1
12,0,0,25,6,0
9,1,0,8,11,0
13,4,0,25,9,1
50,4,0,12,3,1
22,3,0,25,14,1
56,0,0,12,7,0
53,4,0,7,12,1
12,1,0,25,6,0
56,0,0,20,22,0
66,3,0,20,17,1
34,1,0,12,19,0
13,0,0,25,11,0
55,1,0,12,5,0
62,3,0,19,14,1
0,0,1,8,4,0
39,0,1,18,8,0
50,1,1,12,21,0
12,0,1,25,15,0
33,1,1,19,23,0
49,1,1,12,1,0
31,4,1,12,19,1
4,1,1,12,31,0
12,4,2,22,27,1
11,0,2,9,20,0
44,4,2,15,58,1
64,4,3,15,7,1
48,0,3,11,4,0
20,0,3,22,6,0
46,3,3,15,26,1
29,4,0,8,30,1
18,4,0,16,52,1
61,4,0,18,11,1
31,1,0,8,27,0
65,4,0,18,12,1
13,1,0,16,11,0
25,1,0,17,12,0
26,4,0,8,5,1
13,0,1,25,15,0
12,4,1,25,12,1
64,4,1,18,15,1
9,1,1,25,16,0
26,1,1,8,11,0
28,0,1,8,5,0
29,4,1,8,15,1
11,1,1,16,22,0
25,1,2,13,12,0
66,1,2,15,9,0
13,4,2,5,10,1
11,4,2,5,8,1
61,3,2,15,11,1
48,1,3,11,41,0
68,4,3,15,22,1
61,0,3,11,15,0
25,3,3,21,8,1
64,4,3,15,7,1
66,1,3,15,8,0
59,0,3,11,5,0
48,1,3,11,10,0
15,0,3,15,8,0
28,1,3,13,12,0
34,1,0,8,30,0
27,1,0,16,42,0
56,1,0,10,14,0
1,1,0,16,7,0
13,1,0,25,12,0
19,1,0,25,10,0
59,0,0,10,26,0
13,1,0,25,18,0
29,0,0,8,49,0
31,1,0,8,5,0
28,0,0,8,10,0
69,0,0,18,16,0
12,3,0,25,20,1
2,0,0,16,6,0
15,1,0,25,50,0
29,4,1,8,3,1
19,1,1,25,25,0
17,0,1,25,29,0
55,1,1,10,16,0
12,3,1,25,24,1
20,0,1,25,37,0
62,1,2,18,19,0
6,0,2,14,23,0
34,0,2,19,5,0
15,0,2,21,9,0
34,0,2,19,11,0
16,4,2,22,23,1
1,4,2,14,12,1
26,1,2,19,23,0
28,0,2,19,22,0
64,0,2,20,19,0
9,0,2,14,33,0
10,0,2,22,8,0
21,1,2,14,12,0
36,3,3,19,9,1
50,4,3,12,2,1
69,0,3,20,11,0
64,0,3,20,26,0
36,3,3,14,10,1
56,1,3,14,29,0
65,4,3,20,22,1
54,3,3,12,4,1
66,3,0,20,7,1
25,4,0,8,20,1
61,1,0,10,11,0
69,1,0,18,10,0
29,4,0,8,26,1
12,3,0,25,9,1
19,3,0,25,10,1
3,1,0,16,10,0
64,4,0,18,22,1
28,0,0,8,18,0
64,0,0,18,11,0
30,4,0,8,21,1
31,0,0,8,22,0
17,0,1,25,24,0
69,0,1,18,33,0
31,1,1,8,20,0
16,4,1,25,18,1
7,1,1,17,33,0
31,4,1,8,12,1
17,0,1,25,19,0
2,0,2,14,19,0
43,1,2,3,8,0
31,4,2,12,19,1
27,0,2,12,2,0
9,0,2,14,58,0
23,0,2,4,42,0
55,4,2,12,43,1
51,0,2,12,10,0
27,0,2,3,23,0
22,1,2,14,30,0
54,3,2,12,2,1
35,0,2,3,28,0
27,0,2,3,29,0
43,1,3,23,5,0
41,4,3,23,17,1
55,0,3,12,3,0
31,0,3,3,18,0
16,4,3,4,39,1
56,4,3,12,14,1
21,1,3,14,14,0
55,1,3,12,6,0
47,0,3,23,4,0
12,1,3,14,22,0
47,0,3,12,18,0
19,3,3,14,32,1
54,3,3,12,4,1
20,3,3,4,12,1
18,3,3,14,23,1
35,0,3,3,13,0
7,1,3,14,24,0
27,1,3,3,12,0
19,3,3,4,19,1
18,1,3,4,11,0
48,0,3,20,2,0
53,1,3,23,6,0
0,3,3,14,13,1
55,0,0,12,2,0
27,0,0,8,31,0
35,0,0,8,7,0
39,0,0,8,15,0
25,1,0,8,19,0
46,0,0,10,16,0
23,1,0,25,35,0
19,4,0,2,34,1
25,4,0,8,37,1
35,0,0,8,15,0
36,1,0,8,20,0
13,1,0,25,12,0
13,3,0,25,18,1
12,3,0,25,16,1
17,0,1,25,5,0
28,4,1,8,24,1
25,1,1,8,18,0
19,3,1,25,13,1
68,1,1,18,10,0
28,1,1,8,22,0
17,0,1,25,21,0
62,0,1,18,8,0
58,0,1,18,30,0
41,0,1,8,12,0
0,4,2,25,5,1
7,0,2,14,31,0
18,4,2,4,25,1
47,0,2,23,8,0
28,0,2,24,21,0
28,4,2,24,16,1
12,3,2,14,44,1
68,4,2,20,25,1
1,1,2,14,12,0
4,1,2,14,9,0
17,1,2,4,21,0
27,1,2,24,5,0
31,4,2,24,10,1
49,3,2,3,3,1
12,1,2,4,20,0
48,4,2,23,8,1
49,0,2,23,1,0
49,1,2,23,7,0
33,0,3,24,9,0
49,3,3,3,4,1
54,3,3,3,5,1
51,1,3,3,15,0
31,4,3,24,21,1
20,3,3,4,18,1
30,4,3,24,23,1
37,3,3,23,17,1
48,1,3,24,3,0
35,0,3,24,11,0
61,1,3,20,14,0
13,1,3,4,12,0
37,3,3,23,11,1
46,0,3,23,18,0
43,1,3,23,5,0
31,0,3,24,13,0
45,0,3,23,50,0
45,0,3,3,8,0
61,0,3,20,10,0
2,1,3,14,24,0
46,1,3,23,15,0
46,3,0,21,11,1
69,3,0,15,10,1
31,1,0,13,13,0
29,0,0,13,34,0
3,3,0,15,24,1
7,1,0,11,11,0
54,3,2,12,2,1
19,4,2,4,33,1
58,1,2,12,15,0
31,4,2,23,11,1
62,1,2,1,24,0
15,1,2,23,10,0
44,1,2,23,14,0
46,1,2,12,8,0
35,1,2,19,25,0
55,3,2,12,20,1
32,1,2,23,14,0
8,0,2,14,7,0
22,3,2,14,26,1
54,3,2,12,6,1
28,0,2,19,8,0
54,0,2,12,7,0
41,0,2,23,16,0
45,1,2,3,7,0
42,1,2,23,19,0
41,0,2,3,14,0
11,0,2,14,3,0
16,4,2,12,12,1
56,1,2,12,15,0
46,1,3,23,9,0
69,4,3,20,20,1
47,1,3,23,13,0
59,0,3,12,54,0
5,3,3,14,18,1
12,3,3,4,24,1
26,0,3,19,16,0
68,1,3,3,30,0
67,1,3,3,17,0
47,1,3,12,23,0
22,3,3,14,16,1
0,3,3,14,32,1
26,0,3,19,6,0
49,0,3,23,1,0
63,1,3,12,11,0
56,1,3,23,19,0
19,0,3,14,7,0
43,1,3,23,6,0
57,1,3,23,9,0
65,3,3,20,18,1
5,3,3,14,28,1
66,0,0,20,10,0
53,1,0,11,15,0
4,1,0,9,23,0
60,0,0,15,2,0
60,0,0,15,5,0
60,4,0,15,4,1
12,0,0,15,15,0
61,1,0,15,13,0
41,3,1,21,5,1
11,4,1,9,10,1
28,0,1,13,45,0
0,0,1,9,12,0
68,0,1,15,14,0
38,0,1,21,13,0
53,0,1,11,6,0
65,1,1,15,9,0
68,0,1,15,20,0
61,0,2,15,3,0
52,0,2,11,2,0
16,0,2,25,22,0
19,3,2,12,26,1
8,0,2,16,10,0
28,0,2,8,54,0
38,0,2,12,45,0
17,4,2,25,10,1
2,1,2,16,27,0
39,0,3,7,11,0
28,1,3,12,30,0
53,0,3,10,51,0
13,1,3,25,22,0
50,1,3,18,24,0
62,1,0,15,12,0
20,0,0,22,12,0
57,0,0,15,14,0
7,0,0,9,17,0
57,0,0,15,23,0
61,0,0,15,4,0
50,0,0,15,12,0
66,0,0,15,4,0
54,4,0,15,8,1
47,0,0,21,14,0
0,3,0,9,4,1
20,1,0,11,18,0
67,0,0,15,30,0
69,0,1,11,10,0
53,1,1,11,11,0
28,1,1,13,18,0
12,0,2,25,6,0
14,0,2,25,8,0
17,4,2,25,5,1
7,1,2,16,27,0
13,1,2,25,38,0
24,4,2,8,33,1
49,0,2,3,5,0
17,0,2,25,12,0
16,0,2,16,49,0
54,0,3,10,15,0
19,1,3,25,21,0
69,1,3,18,25,0
33,0,3,8,18,0
36,0,3,8,5,0
16,0,3,25,11,0
17,4,3,25,26,1
14,0,3,25,24,0
16,0,3,25,30,0
15,0,3,25,9,0
53,1,3,3,20,0
14,0,3,25,12,0
28,1,3,8,24,0
63,0,3,10,12,0
69,0,0,18,4,0
69,0,0,15,18,0
66,1,0,11,9,0
61,1,0,15,8,0
57,1,0,11,6,0
64,0,0,22,5,0
13,0,0,9,4,0
64,0,0,15,26,0
7,1,0,15,22,0
53,1,0,11,38,0
63,1,1,15,21,0
30,1,1,15,33,0
56,1,1,11,19,0
9,1,2,16,19,0
50,1,2,10,11,0
13,1,2,25,15,0
10,0,2,25,20,0
40,3,3,7,36,1
17,0,3,25,19,0
35,0,3,8,14,0
27,0,3,8,27,0
18,4,3,25,8,1
57,4,3,8,8,1
11,0,3,16,18,0
19,3,3,25,20,1
32,0,3,8,18,0
36,1,0,8,22,0
1,1,0,14,12,0
44,0,0,19,17,0
1,1,0,14,20,0
3,1,0,4,21,0
68,3,0,20,25,1
32,1,0,19,16,0
47,3,0,23,4,1
26,1,0,19,29,0
24,0,0,4,21,0
15,1,0,14,17,0
46,1,0,23,10,0
49,3,0,21,3,1
47,0,0,19,32,0
64,1,0,20,19,0
12,3,0,4,7,1
0,3,0,14,13,1
12,3,1,4,20,1
34,1,1,19,5,0
19,3,1,4,44,1
61,0,1,20,18,0
16,3,1,4,13,1
21,1,1,4,19,0
23,4,1,20,9,1
32,0,1,19,56,0
12,0,1,22,9,0
34,1,1,19,25,0
29,0,0,19,6,0
68,0,0,20,21,0
40,0,0,24,12,0
7,1,0,14,27,0
39,1,0,24,23,0
50,3,0,12,6,1
46,3,0,12,17,1
29,0,0,19,12,0
55,1,0,12,9,0
43,0,0,24,8,0
49,1,0,12,10,0
68,0,0,20,15,0
62,3,0,12,11,1
45,3,0,24,59,1
0,0,0,14,6,0
20,0,0,14,13,0
31,0,0,12,13,0
33,3,0,20,13,1
2,1,0,14,12,0
19,3,0,4,59,1
34,1,0,19,9,0
41,4,0,24,17,1
34,1,0,24,19,0
18,0,0,4,23,0
23,1,0,14,15,0
39,1,0,24,8,0
7,4,0,14,4,1
31,3,0,14,19,1
20,0,0,4,25,0
53,1,1,12,6,0
46,0,1,24,8,0
61,0,1,20,34,0
9,1,1,4,13,0
62,3,1,20,30,1
55,3,1,12,11,1
41,0,1,24,13,0
43,1,1,24,8,0
46,0,1,24,4,0
59,0,1,3,7,0
64,1,1,20,15,0
25,0,1,19,5,0
62,3,1,20,9,1
55,1,2,3,6,0
63,1,2,20,10,0
56,0,2,11,4,0
68,1,2,11,17,0
63,1,2,11,4,0
35,0,2,13,49,0
61,1,2,11,7,0
11,4,2,15,21,1
55,1,3,11,19,0
39,4,3,15,27,1
23,4,3,21,55,1
62,0,3,11,5,0
53,0,3,11,36,0
39,0,3,21,12,0
46,1,3,11,10,0
65,4,3,15,34,1
68,1,3,11,12,0
61,1,0,20,11,0
37,1,0,24,10,0
46,1,0,12,10,0
10,1,0,14,22,0
59,0,0,12,41,0
8,1,0,14,20,0
51,4,0,12,9,1
37,1,0,24,18,0
5,3,0,14,25,1
69,3,0,20,18,1
18,4,0,4,18,1
57,1,0,12,13,0
63,1,0,20,29,0
54,1,0,12,12,0
21,1,0,4,29,0
14,0,0,14,6,0
3,4,0,14,32,1
53,4,0,12,6,1
41,4,0,24,9,1
15,1,0,4,11,0
37,0,0,24,17,0
62,3,0,12,8,1
58,3,0,12,10,1
36,0,0,24,28,0
47,0,0,12,16,0
14,0,0,4,5,0
56,3,0,12,29,1
50,0,0,20,7,0
68,0,0,4,7,0
31,1,1,19,18,0
61,4,1,20,18,1
55,1,1,12,9,0
51,3,1,12,18,1
14,1,1,4,17,0
55,3,1,12,15,1
13,1,1,4,6,0
64,4,1,20,17,1
60,3,1,20,21,1
12,0,1,4,3,0
43,0,1,24,5,0
7,0,1,14,25,0
55,0,1,24,46,0
13,0,1,4,12,0
2,3,1,14,25,1
13,0,1,14,7,0
39,0,1,24,39,0
22,1,1,4,11,0
61,4,1,4,6,1
1,1,1,4,23,0
8,0,1,4,19,0
47,0,1,24,12,0
44,0,1,24,7,0
16,0,2,14,20,0
51,0,2,12,6,0
4,1,2,18,16,0
34,1,2,13,14,0
66,0,2,15,3,0
9,1,2,25,15,0
66,0,2,15,9,0
61,3,2,15,11,1
66,0,2,15,7,0
67,3,2,15,15,1
11,4,2,25,19,1
62,3,2,15,31,1
67,3,3,15,10,1
69,0,3,15,11,0
67,3,3,15,38,1
3,4,3,18,11,1
26,1,3,13,36,0
52,3,3,15,18,1
8,0,3,25,11,0
66,1,0,15,4,0
57,4,0,12,6,1
49,3,0,12,6,1
6,3,0,14,13,1
62,0,0,20,19,0
56,3,0,12,21,1
68,1,0,20,32,0
0,1,0,19,16,0
7,1,0,24,17,0
49,1,0,23,14,0
19,4,0,19,9,1
55,0,0,12,9,0
31,1,0,19,47,0
29,0,0,23,19,0
53,4,0,12,3,1
49,1,0,12,4,0
51,3,0,12,21,1
12,1,0,4,24,0
